date,OT
2025-01-01 00:00:00.000,3639972.000196176
2025-01-01 00:00:00.010,3787071.4465580573
2025-01-01 00:00:00.020,3872831.79001881
2025-01-01 00:00:00.030,3751226.5703429542
2025-01-01 00:00:00.040,3695354.813796176
2025-01-01 00:00:00.050,3695485.8344836235
2025-01-01 00:00:00.060,3822535.797260437
2025-01-01 00:00:00.070,3815346.798181792
2025-01-01 00:00:00.080,3629726.3437298
2025-01-01 00:00:00.090,3746212.6583421347
2025-01-01 00:00:00.100,3881930.8796070456
2025-01-01 00:00:00.110,3809564.3183257123
2025-01-01 00:00:00.120,3770469.2176581514
2025-01-01 00:00:00.130,3774752.233683531
2025-01-01 00:00:00.140,3883372.7135388697
2025-01-01 00:00:00.150,3812757.766360848
2025-01-01 00:00:00.160,3822393.2090411843
2025-01-01 00:00:00.170,3840842.207595921
2025-01-01 00:00:00.180,3804376.7721800646
2025-01-01 00:00:00.190,3904135.4717848534
2025-01-01 00:00:00.200,3885375.754878925
2025-01-01 00:00:00.210,3795811.914790912
2025-01-01 00:00:00.220,3889332.130418321
2025-01-01 00:00:00.230,3940347.4094220316
2025-01-01 00:00:00.240,3813733.057116064
2025-01-01 00:00:00.250,3823875.121976738
2025-01-01 00:00:00.260,3868709.136882802
2025-01-01 00:00:00.270,3858452.9223362952
2025-01-01 00:00:00.280,3890249.8293382693
2025-01-01 00:00:00.290,3725110.97262021
2025-01-01 00:00:00.300,3704604.5019797445
2025-01-01 00:00:00.310,3818629.60083175
2025-01-01 00:00:00.320,3997108.699991705
2025-01-01 00:00:00.330,3921427.0535339257
2025-01-01 00:00:00.340,3758668.29666875
2025-01-01 00:00:00.350,3941634.8501566174
2025-01-01 00:00:00.360,3898089.1193401553
2025-01-01 00:00:00.370,3803060.25376628
2025-01-01 00:00:00.380,3844147.5665393346
2025-01-01 00:00:00.390,3873238.3559607062
2025-01-01 00:00:00.400,3861819.6674824343
2025-01-01 00:00:00.410,3943380.506251638
2025-01-01 00:00:00.420,4010902.341554085
2025-01-01 00:00:00.430,3908048.0212568017
2025-01-01 00:00:00.440,3790649.9887016844
2025-01-01 00:00:00.450,3711732.818514165
2025-01-01 00:00:00.460,3921256.2984400233
2025-01-01 00:00:00.470,3901306.869079452
2025-01-01 00:00:00.480,3812770.0417100945
2025-01-01 00:00:00.490,3871938.666485876
2025-01-01 00:00:00.500,3952177.48814649
2025-01-01 00:00:00.510,3970503.337573873
2025-01-01 00:00:00.520,3829155.1493653613
2025-01-01 00:00:00.530,3817901.7228205185
2025-01-01 00:00:00.540,3862653.013415632
2025-01-01 00:00:00.550,3854283.6666261037
2025-01-01 00:00:00.560,3793568.6771722166
2025-01-01 00:00:00.570,3828412.371302675
2025-01-01 00:00:00.580,3789346.9246126907
2025-01-01 00:00:00.590,3755736.768106425
2025-01-01 00:00:00.600,3785343.799346681
2025-01-01 00:00:00.610,3829589.861007361
2025-01-01 00:00:00.620,3927535.0179102067
2025-01-01 00:00:00.630,3891144.8459182945
2025-01-01 00:00:00.640,3805608.562334275
2025-01-01 00:00:00.650,3815513.9609615393
2025-01-01 00:00:00.660,3951180.676463095
2025-01-01 00:00:00.670,3979405.4276608014
2025-01-01 00:00:00.680,3939175.1701524495
2025-01-01 00:00:00.690,3732474.897643717
2025-01-01 00:00:00.700,3793269.310996877
2025-01-01 00:00:00.710,3870582.7330477885
2025-01-01 00:00:00.720,3923506.33818712
2025-01-01 00:00:00.730,3842875.5223991587
2025-01-01 00:00:00.740,3890987.969824128
2025-01-01 00:00:00.750,3980476.324411528
2025-01-01 00:00:00.760,3899318.071662047
2025-01-01 00:00:00.770,3866687.497382157
2025-01-01 00:00:00.780,3929869.2804706777
2025-01-01 00:00:00.790,3908634.737522911
2025-01-01 00:00:00.800,3891415.018254819
2025-01-01 00:00:00.810,3850548.103771214
2025-01-01 00:00:00.820,3752206.0763071775
2025-01-01 00:00:00.830,3850827.1742828265
2025-01-01 00:00:00.840,3899488.329060225
2025-01-01 00:00:00.850,3870480.989693281
2025-01-01 00:00:00.860,3740924.6372528123
2025-01-01 00:00:00.870,3790742.569497578
2025-01-01 00:00:00.880,3962901.1299833166
2025-01-01 00:00:00.890,3932294.2494632443
2025-01-01 00:00:00.900,3792486.4574723043
2025-01-01 00:00:00.910,3783456.715157192
2025-01-01 00:00:00.920,3880159.509692469
2025-01-01 00:00:00.930,3973100.676614457
2025-01-01 00:00:00.940,4022645.7004356096
2025-01-01 00:00:00.950,3880304.0968688577
2025-01-01 00:00:00.960,3932641.4560480746
2025-01-01 00:00:00.970,3871024.9290312272
2025-01-01 00:00:00.980,3807820.51935907
2025-01-01 00:00:00.990,3949198.262636735
2025-01-01 00:00:01.000,3813802.075184279
2025-01-01 00:00:01.010,3791424.4314490613
2025-01-01 00:00:01.020,3919589.1254375326
2025-01-01 00:00:01.030,4049061.3450915394
2025-01-01 00:00:01.040,3997699.8278314197
2025-01-01 00:00:01.050,3938842.8557034386
2025-01-01 00:00:01.060,3926380.4181848085
2025-01-01 00:00:01.070,4026225.78363668
2025-01-01 00:00:01.080,4038128.855780826
2025-01-01 00:00:01.090,3990741.354752285
2025-01-01 00:00:01.100,3983037.2675341424
2025-01-01 00:00:01.110,3972063.688821178
2025-01-01 00:00:01.120,3950659.744713259
2025-01-01 00:00:01.130,3750566.376910302
2025-01-01 00:00:01.140,3925339.023466312
2025-01-01 00:00:01.150,3986385.1162723107
2025-01-01 00:00:01.160,3899014.4306617323
2025-01-01 00:00:01.170,3918947.998141714
2025-01-01 00:00:01.180,3889953.34621092
2025-01-01 00:00:01.190,3891568.369524912
2025-01-01 00:00:01.200,3878348.5770782
2025-01-01 00:00:01.210,3869673.883404067
2025-01-01 00:00:01.220,3889000.0029412955
2025-01-01 00:00:01.230,3930765.867773464
2025-01-01 00:00:01.240,3988320.917065776
2025-01-01 00:00:01.250,3956861.4902517814
